Device-ID/User-ID,Timestamp,Reminder Type,Scheduled Time,Reminder Sent (Yes/No),Acknowledged (Yes/No),Unnamed: 6,Day
D9545,1/7/2025 18:36,Exercise,7:30:00,Yes,Yes,,D855
D9546,1/20/2025 22:30,Appointment,16:00:00,No,No,,D855
D9547,1/26/2025 11:07,Hydration,13:00:00,No,No,,D855
D9548,1/4/2025 22:02,Medication,8:30:00,No,No,,D855
D9549,1/26/2025 16:35,Exercise,13:00:00,Yes,No,,D855
D9550,1/30/2025 0:51,Exercise,6:00:00,No,No,,D856
D9551,1/24/2025 16:00,Medication,8:00:00,No,No,,D856
D9552,1/11/2025 13:05,Exercise,14:00:00,Yes,Yes,,D856
D9553,1/9/2025 5:02,Appointment,12:30:00,No,No,,D856
D9554,1/27/2025 16:03,Medication,15:00:00,No,No,,D856
D9555,1/15/2025 3:18,Appointment,9:00:00,No,No,,D856
D9556,1/8/2025 0:24,Exercise,11:30:00,Yes,Yes,,D856
D9557,1/5/2025 2:40,Medication,19:30:00,No,No,,D856
D9558,1/26/2025 5:16,Appointment,20:30:00,Yes,Yes,,D856
D9559,1/25/2025 15:11,Hydration,17:30:00,Yes,No,,D856
D9560,1/21/2025 0:08,Exercise,10:00:00,Yes,Yes,,D857
D9561,1/18/2025 18:35,Exercise,16:30:00,No,No,,D857
D9562,1/12/2025 9:25,Exercise,20:00:00,No,No,,D857
D9563,1/13/2025 9:08,Exercise,6:30:00,Yes,Yes,,D857
D9564,1/24/2025 9:39,Medication,11:00:00,Yes,Yes,,D857
D9565,1/20/2025 19:49,Medication,20:30:00,No,No,,D857
D9566,1/25/2025 20:22,Appointment,15:30:00,No,No,,D857
D9567,1/8/2025 19:53,Hydration,6:30:00,Yes,Yes,,D857
D9568,1/25/2025 6:06,Hydration,22:30:00,Yes,No,,D857
D9569,1/11/2025 1:36,Medication,15:30:00,Yes,No,,D857
D9570,1/19/2025 13:58,Medication,21:30:00,Yes,Yes,,D858
D9571,1/30/2025 21:27,Medication,15:30:00,Yes,No,,D858
D9572,1/25/2025 4:10,Medication,10:00:00,No,No,,D858
D9573,1/6/2025 13:12,Medication,14:30:00,Yes,Yes,,D858
D9574,1/11/2025 1:16,Appointment,15:30:00,No,No,,D858
D9575,1/26/2025 20:57,Appointment,20:00:00,No,No,,D858
D9576,1/20/2025 11:43,Hydration,16:00:00,Yes,Yes,,D858
D9577,1/26/2025 15:28,Appointment,7:00:00,Yes,Yes,,D858
D9578,1/8/2025 5:59,Medication,8:00:00,Yes,Yes,,D858
D9579,1/5/2025 3:42,Medication,13:00:00,No,No,,D858
D9580,1/4/2025 20:18,Exercise,14:30:00,No,No,,D859
D9581,1/12/2025 13:52,Medication,10:30:00,Yes,Yes,,D859
D9582,1/22/2025 11:31,Hydration,6:00:00,Yes,Yes,,D859
D9583,1/5/2025 9:47,Appointment,16:30:00,No,No,,D859
D9584,1/4/2025 13:30,Appointment,17:30:00,No,No,,D859
D9585,1/17/2025 2:54,Exercise,13:30:00,No,No,,D859
D9586,1/25/2025 5:07,Appointment,22:30:00,Yes,Yes,,D859
D9587,1/15/2025 8:52,Appointment,17:00:00,No,No,,D859
D9588,1/19/2025 17:17,Exercise,12:30:00,No,No,,D859
D9589,1/6/2025 6:48,Exercise,8:30:00,Yes,Yes,,D859
D9590,1/12/2025 11:20,Medication,16:30:00,No,No,,D860
D9591,1/22/2025 8:04,Hydration,9:00:00,Yes,Yes,,D860
D9592,1/26/2025 20:23,Exercise,10:00:00,No,No,,D860
D9593,1/12/2025 10:19,Medication,15:30:00,Yes,No,,D860
D9594,1/14/2025 18:31,Hydration,20:30:00,No,No,,D860
D9595,1/10/2025 19:05,Exercise,10:30:00,No,No,,D860
D9596,1/9/2025 1:39,Hydration,19:00:00,No,No,,D860
D9597,1/21/2025 5:47,Medication,15:30:00,No,No,,D860
D9598,1/27/2025 16:20,Appointment,14:00:00,Yes,Yes,,D860
D9599,1/1/2025 4:31,Medication,15:30:00,No,No,,D860
D9600,1/2/2025 4:54,Medication,9:30:00,No,No,,D861
D9601,1/13/2025 20:44,Medication,6:30:00,No,No,,D861
D9602,1/10/2025 14:15,Medication,22:30:00,Yes,Yes,,D861
D9603,1/7/2025 14:55,Exercise,15:00:00,No,No,,D861
D9604,1/25/2025 4:21,Hydration,9:30:00,Yes,Yes,,D861
D9605,1/7/2025 11:25,Exercise,8:00:00,No,No,,D861
D9606,1/29/2025 9:35,Hydration,16:00:00,Yes,Yes,,D861
D9607,1/22/2025 11:54,Medication,13:30:00,No,No,,D861
D9608,1/26/2025 17:55,Appointment,13:30:00,Yes,Yes,,D861
D9609,1/12/2025 4:43,Hydration,21:30:00,Yes,Yes,,D861
D9610,1/9/2025 13:21,Hydration,20:30:00,No,No,,D862
D9611,1/13/2025 16:39,Medication,6:30:00,No,No,,D862
D9612,1/5/2025 20:57,Appointment,19:30:00,No,No,,D862
D9613,1/6/2025 19:06,Exercise,7:30:00,No,No,,D862
D9614,1/16/2025 15:22,Exercise,14:00:00,Yes,Yes,,D862
D9615,1/21/2025 14:11,Appointment,21:30:00,No,No,,D862
D9616,1/8/2025 9:55,Exercise,6:00:00,No,No,,D862
D9617,1/27/2025 11:55,Appointment,15:30:00,No,No,,D862
D9618,1/4/2025 19:55,Exercise,20:30:00,No,No,,D862
D9619,1/26/2025 10:31,Appointment,8:30:00,No,No,,D862
D9620,1/8/2025 0:39,Appointment,12:00:00,No,No,,D863
D9621,1/29/2025 8:57,Appointment,6:00:00,No,No,,D863
D9622,1/10/2025 7:14,Medication,21:00:00,No,No,,D863
D9623,1/28/2025 19:02,Exercise,11:30:00,Yes,Yes,,D863
D9624,1/2/2025 19:53,Appointment,20:30:00,Yes,No,,D863
D9625,1/13/2025 1:25,Exercise,8:30:00,Yes,Yes,,D863
D9626,1/28/2025 5:01,Hydration,16:30:00,No,No,,D863
D9627,1/5/2025 2:54,Hydration,11:30:00,No,No,,D863
D9628,1/16/2025 19:24,Hydration,19:00:00,No,No,,D863
D9629,1/25/2025 6:42,Hydration,6:30:00,Yes,Yes,,D863
D9630,1/18/2025 20:39,Appointment,20:30:00,No,No,,D864
D9631,1/14/2025 19:50,Medication,16:00:00,Yes,Yes,,D864
D9632,1/21/2025 20:08,Medication,11:30:00,No,No,,D864
D9633,1/11/2025 16:04,Hydration,9:30:00,Yes,Yes,,D864
D9634,1/26/2025 9:12,Exercise,10:00:00,No,No,,D864
D9635,1/3/2025 1:48,Hydration,18:30:00,No,No,,D864
D9636,1/11/2025 20:36,Medication,21:00:00,Yes,Yes,,D864
D9637,1/28/2025 10:58,Medication,9:00:00,Yes,Yes,,D864
D9638,1/8/2025 14:45,Hydration,19:00:00,Yes,Yes,,D864
D9639,1/7/2025 22:40,Exercise,11:30:00,No,No,,D864
D9640,1/1/2025 16:47,Appointment,12:00:00,Yes,Yes,,D865
D9641,1/12/2025 13:46,Exercise,10:00:00,Yes,Yes,,D865
D9642,1/9/2025 21:01,Medication,20:00:00,Yes,Yes,,D865
D9643,1/8/2025 11:37,Hydration,11:00:00,No,No,,D865
D9644,1/8/2025 21:35,Exercise,13:00:00,No,No,,D865
D9645,1/22/2025 8:14,Appointment,20:00:00,No,No,,D865
D9646,1/27/2025 19:37,Appointment,12:30:00,Yes,No,,D865
D9647,1/6/2025 0:12,Appointment,7:30:00,Yes,Yes,,D865
D9648,1/11/2025 2:39,Exercise,22:00:00,No,No,,D865
D9649,1/28/2025 16:29,Exercise,13:00:00,No,No,,D865
D9650,1/26/2025 15:34,Appointment,6:30:00,Yes,Yes,,D866
D9651,1/30/2025 9:09,Exercise,15:00:00,Yes,Yes,,D866
D9652,1/15/2025 8:59,Exercise,13:30:00,Yes,Yes,,D866
D9653,1/24/2025 9:55,Medication,20:00:00,Yes,Yes,,D866
D9654,1/2/2025 17:52,Hydration,12:00:00,No,No,,D866
D9655,1/23/2025 14:55,Appointment,11:30:00,Yes,Yes,,D866
D9656,1/26/2025 11:57,Hydration,6:00:00,No,No,,D866
D9657,1/21/2025 5:28,Appointment,22:00:00,Yes,Yes,,D866
D9658,1/25/2025 4:12,Medication,16:00:00,Yes,Yes,,D866
D9659,1/17/2025 4:18,Hydration,7:30:00,No,No,,D866
D9660,1/9/2025 6:47,Hydration,11:30:00,No,No,,D867
D9661,1/21/2025 5:08,Appointment,7:30:00,Yes,Yes,,D867
D9662,1/6/2025 10:48,Exercise,7:30:00,Yes,Yes,,D867
D9663,1/4/2025 20:55,Appointment,21:30:00,Yes,Yes,,D867
D9664,1/6/2025 9:41,Medication,20:30:00,No,No,,D867
D9665,1/14/2025 17:33,Exercise,6:30:00,No,No,,D867
D9666,1/28/2025 3:49,Appointment,21:00:00,No,No,,D867
D9667,1/26/2025 21:26,Exercise,16:30:00,Yes,Yes,,D867
D9668,1/15/2025 22:41,Hydration,8:30:00,Yes,Yes,,D867
D9669,1/15/2025 2:38,Appointment,7:00:00,No,No,,D867
D9670,1/4/2025 8:35,Hydration,10:30:00,Yes,Yes,,D868
D9671,1/2/2025 1:10,Hydration,16:30:00,No,No,,D868
D9672,1/2/2025 23:22,Appointment,13:00:00,Yes,Yes,,D868
D9673,1/24/2025 17:05,Appointment,18:00:00,Yes,Yes,,D868
D9674,1/11/2025 10:21,Appointment,12:00:00,Yes,Yes,,D868
D9675,1/22/2025 21:39,Medication,10:30:00,Yes,Yes,,D868
D9676,1/21/2025 20:25,Medication,13:00:00,No,No,,D868
D9677,1/26/2025 15:25,Medication,11:30:00,No,No,,D868
D9678,1/1/2025 12:52,Appointment,9:00:00,No,No,,D868
D9679,1/27/2025 8:33,Hydration,14:00:00,Yes,Yes,,D868
D9680,1/23/2025 6:40,Medication,13:00:00,Yes,Yes,,D869
D9681,1/22/2025 5:59,Appointment,20:30:00,No,No,,D869
D9682,1/9/2025 6:05,Appointment,11:00:00,No,No,,D869
D9683,1/16/2025 15:29,Hydration,7:30:00,Yes,Yes,,D869
D9684,1/2/2025 13:09,Exercise,15:30:00,No,No,,D869
D9685,1/16/2025 18:23,Exercise,6:30:00,No,No,,D869
D9686,1/15/2025 8:26,Appointment,19:00:00,Yes,No,,D869
D9687,1/8/2025 3:07,Medication,16:30:00,Yes,Yes,,D869
D9688,1/21/2025 19:20,Medication,13:30:00,No,No,,D869
D9689,1/24/2025 5:02,Medication,18:30:00,No,No,,D869
D9690,1/20/2025 16:10,Hydration,6:30:00,Yes,Yes,,D870
D9691,1/5/2025 3:18,Exercise,12:00:00,Yes,Yes,,D870
D9692,1/8/2025 14:13,Hydration,16:00:00,No,No,,D870
D9693,1/30/2025 3:32,Exercise,17:00:00,Yes,Yes,,D870
D9694,1/29/2025 11:31,Hydration,7:00:00,Yes,No,,D870
D9695,1/15/2025 14:05,Hydration,22:30:00,No,No,,D870
D9696,1/23/2025 18:44,Medication,8:00:00,Yes,Yes,,D870
D9697,1/21/2025 7:37,Exercise,9:30:00,No,No,,D870
D9698,1/19/2025 0:19,Appointment,21:00:00,Yes,Yes,,D870
D9699,1/22/2025 6:57,Hydration,13:00:00,Yes,Yes,,D870
D9700,1/26/2025 4:28,Exercise,14:30:00,Yes,No,,D871
D9701,1/13/2025 8:09,Hydration,20:30:00,No,No,,D871
D9702,1/8/2025 0:20,Hydration,10:00:00,Yes,Yes,,D871
D9703,1/28/2025 17:20,Exercise,20:30:00,Yes,Yes,,D871
D9704,1/17/2025 10:21,Hydration,7:30:00,Yes,Yes,,D871
D9705,1/21/2025 17:53,Hydration,17:00:00,Yes,Yes,,D871
D9706,1/5/2025 0:06,Medication,13:00:00,No,No,,D871
D9707,1/8/2025 13:04,Medication,17:30:00,Yes,Yes,,D871
D9708,1/26/2025 9:36,Medication,7:00:00,No,No,,D871
D9709,1/11/2025 1:39,Hydration,8:30:00,No,No,,D871
D9710,1/24/2025 4:27,Appointment,20:30:00,Yes,Yes,,D872
D9711,1/17/2025 18:10,Medication,18:30:00,Yes,Yes,,D872
D9712,1/15/2025 19:01,Medication,22:30:00,No,No,,D872
D9713,1/23/2025 10:19,Medication,6:00:00,Yes,Yes,,D872
D9714,1/12/2025 8:51,Appointment,21:30:00,No,No,,D872
D9715,1/22/2025 9:41,Hydration,15:00:00,No,No,,D872
D9716,1/11/2025 8:38,Medication,22:00:00,Yes,Yes,,D872
D9717,1/1/2025 14:31,Exercise,14:30:00,Yes,Yes,,D872
D9718,1/12/2025 18:40,Exercise,22:00:00,Yes,Yes,,D872
D9719,1/11/2025 16:01,Appointment,13:30:00,No,No,,D872
D9720,1/12/2025 22:00,Medication,7:30:00,No,No,,D873
D9721,1/4/2025 14:26,Medication,11:00:00,No,No,,D873
D9722,1/10/2025 11:11,Appointment,19:30:00,No,No,,D873
D9723,1/2/2025 21:00,Exercise,21:00:00,Yes,Yes,,D873
D9724,1/6/2025 0:57,Hydration,16:00:00,No,No,,D873
D9725,1/1/2025 13:20,Hydration,20:00:00,No,No,,D873
D9726,1/25/2025 15:35,Appointment,11:00:00,No,No,,D873
D9727,1/16/2025 16:09,Medication,20:00:00,No,No,,D873
D9728,1/11/2025 18:47,Medication,13:30:00,Yes,No,,D873
D9729,1/9/2025 14:30,Exercise,12:00:00,Yes,Yes,,D873
D9730,1/9/2025 21:42,Medication,20:00:00,No,No,,D874
D9731,1/24/2025 17:34,Appointment,20:00:00,No,No,,D874
D9732,1/2/2025 8:35,Appointment,6:30:00,No,No,,D874
D9733,1/8/2025 2:33,Hydration,8:30:00,Yes,Yes,,D874
D9734,1/25/2025 0:45,Exercise,16:00:00,No,No,,D874
D9735,1/10/2025 15:55,Hydration,16:30:00,Yes,Yes,,D874
D9736,1/26/2025 19:50,Hydration,22:00:00,Yes,Yes,,D874
D9737,1/7/2025 10:30,Medication,12:00:00,No,No,,D874
D9738,1/12/2025 13:53,Medication,11:00:00,No,No,,D874
D9739,1/1/2025 23:18,Medication,18:30:00,Yes,Yes,,D874
D9740,1/1/2025 18:31,Medication,9:30:00,No,No,,D875
D9741,1/7/2025 16:56,Medication,11:00:00,No,No,,D875
D9742,1/4/2025 6:56,Medication,7:30:00,No,No,,D875
D9743,1/8/2025 4:50,Exercise,8:00:00,Yes,No,,D875
D9744,1/21/2025 16:57,Medication,18:30:00,No,No,,D875
D9745,1/9/2025 17:35,Appointment,13:00:00,Yes,Yes,,D875
D9746,1/27/2025 23:27,Exercise,16:30:00,Yes,Yes,,D875
D9747,1/8/2025 8:36,Appointment,19:00:00,Yes,Yes,,D875
D9748,1/9/2025 23:04,Medication,21:00:00,Yes,Yes,,D875
D9749,1/26/2025 1:36,Medication,17:30:00,Yes,Yes,,D875
D9750,1/17/2025 6:50,Medication,16:30:00,No,No,,D876
D9751,1/15/2025 14:40,Hydration,15:00:00,No,No,,D876
D9752,1/7/2025 22:49,Hydration,9:30:00,Yes,No,,D876
D9753,1/27/2025 4:48,Appointment,16:30:00,Yes,Yes,,D876
D9754,1/9/2025 22:12,Exercise,12:30:00,No,No,,D876
D9755,1/26/2025 19:21,Exercise,13:30:00,Yes,No,,D876
D9756,1/25/2025 8:56,Exercise,22:00:00,Yes,Yes,,D876
D9757,1/9/2025 22:51,Exercise,10:30:00,Yes,Yes,,D876
D9758,1/30/2025 1:23,Medication,6:30:00,No,No,,D876
D9759,1/2/2025 9:31,Medication,8:00:00,Yes,Yes,,D876
D9760,1/30/2025 18:48,Appointment,10:00:00,No,No,,D877
D9761,1/3/2025 3:52,Hydration,17:00:00,No,No,,D877
D9762,1/9/2025 5:30,Hydration,19:00:00,Yes,Yes,,D877
D9763,1/22/2025 11:51,Medication,20:00:00,Yes,Yes,,D877
D9764,1/11/2025 15:09,Medication,21:00:00,No,No,,D877
D9765,1/10/2025 17:36,Appointment,15:00:00,No,No,,D877
D9766,1/4/2025 9:45,Exercise,9:30:00,Yes,Yes,,D877
D9767,1/15/2025 14:39,Medication,6:00:00,Yes,Yes,,D877
D9768,1/16/2025 13:35,Exercise,16:00:00,Yes,Yes,,D877
D9769,1/6/2025 15:36,Hydration,13:00:00,Yes,Yes,,D877
D9770,1/27/2025 6:12,Hydration,10:30:00,Yes,Yes,,D878
D9771,1/8/2025 3:39,Exercise,12:00:00,Yes,Yes,,D878
D9772,1/10/2025 4:28,Exercise,9:00:00,No,No,,D878
D9773,1/27/2025 2:39,Medication,7:30:00,No,No,,D878
D9774,1/1/2025 4:37,Exercise,6:30:00,Yes,Yes,,D878
D9775,1/17/2025 23:18,Appointment,17:00:00,No,No,,D878
D9776,1/19/2025 23:53,Hydration,6:30:00,Yes,Yes,,D878
D9777,1/14/2025 14:11,Hydration,19:00:00,No,No,,D878
D9778,1/30/2025 7:58,Hydration,8:00:00,Yes,Yes,,D878
D9779,1/22/2025 23:30,Exercise,6:30:00,No,No,,D878
D9780,1/9/2025 17:11,Exercise,17:30:00,No,No,,D879
D9781,1/29/2025 5:31,Hydration,12:00:00,No,No,,D879
D9782,1/12/2025 16:24,Appointment,14:30:00,Yes,Yes,,D879
D9783,1/22/2025 18:22,Exercise,8:30:00,Yes,Yes,,D879
D9784,1/8/2025 18:20,Exercise,7:00:00,Yes,Yes,,D879
D9785,1/29/2025 4:54,Hydration,18:30:00,No,No,,D879
D9786,1/21/2025 22:37,Hydration,8:30:00,Yes,No,,D879
D9787,1/21/2025 0:34,Exercise,9:00:00,No,No,,D879
D9788,1/22/2025 9:02,Appointment,22:30:00,No,No,,D879
D9789,1/13/2025 4:10,Medication,10:30:00,Yes,Yes,,D879
D9790,1/2/2025 7:35,Exercise,11:00:00,Yes,Yes,,D880
D9791,1/20/2025 8:18,Exercise,16:30:00,No,No,,D880
D9792,1/21/2025 19:04,Appointment,17:00:00,No,No,,D880
D9793,1/4/2025 13:42,Hydration,12:30:00,Yes,Yes,,D880
D9794,1/26/2025 10:19,Medication,9:30:00,Yes,Yes,,D880
D9795,1/1/2025 19:08,Hydration,13:30:00,No,No,,D880
D9796,1/26/2025 23:45,Appointment,11:00:00,No,No,,D880
D9797,1/24/2025 11:06,Exercise,11:00:00,No,No,,D880
D9798,1/19/2025 23:26,Hydration,20:30:00,No,No,,D880
D9799,1/25/2025 1:52,Appointment,20:00:00,No,No,,D880
D9800,1/21/2025 20:01,Hydration,11:00:00,No,No,,D881
D9801,1/7/2025 5:14,Hydration,18:00:00,Yes,Yes,,D881
D9802,1/8/2025 6:29,Appointment,12:30:00,No,No,,D881
D9803,1/26/2025 12:40,Exercise,15:30:00,No,No,,D881
D9804,1/16/2025 13:22,Medication,17:00:00,Yes,Yes,,D881
D9805,1/11/2025 2:20,Hydration,18:00:00,Yes,Yes,,D881
D9806,1/14/2025 20:11,Exercise,11:00:00,No,No,,D881
D9807,1/13/2025 18:35,Appointment,18:30:00,No,No,,D881
D9808,1/25/2025 16:01,Hydration,18:00:00,No,No,,D881
D9809,1/21/2025 19:00,Appointment,15:30:00,Yes,Yes,,D881
D9810,1/19/2025 4:25,Exercise,14:00:00,Yes,Yes,,D882
D9811,1/23/2025 2:27,Appointment,12:30:00,Yes,Yes,,D882
D9812,1/19/2025 14:51,Hydration,7:00:00,No,No,,D882
D9813,1/7/2025 14:42,Medication,20:30:00,No,No,,D882
D9814,1/8/2025 8:52,Hydration,19:00:00,Yes,Yes,,D882
D9815,1/30/2025 14:37,Appointment,14:00:00,No,No,,D882
D9816,1/1/2025 5:23,Exercise,15:30:00,No,No,,D882
D9817,1/5/2025 7:45,Appointment,14:00:00,No,No,,D882
D9818,1/9/2025 18:11,Exercise,8:30:00,Yes,Yes,,D882
D9819,1/10/2025 11:07,Appointment,17:00:00,No,No,,D882
D9820,1/1/2025 10:00,Appointment,11:30:00,No,No,,D883
D9821,1/26/2025 16:51,Hydration,10:00:00,No,No,,D883
D9822,1/8/2025 17:32,Medication,14:00:00,No,No,,D883
D9823,1/13/2025 7:34,Appointment,15:00:00,No,No,,D883
D9824,1/30/2025 15:03,Appointment,19:00:00,No,No,,D883
D9825,1/30/2025 1:56,Medication,18:30:00,Yes,No,,D883
D9826,1/19/2025 13:33,Appointment,15:30:00,Yes,Yes,,D883
D9827,1/14/2025 13:27,Exercise,8:30:00,No,No,,D883
D9828,1/23/2025 16:33,Medication,10:30:00,No,No,,D883
D9829,1/18/2025 5:52,Hydration,17:00:00,Yes,Yes,,D883
D9830,1/10/2025 22:08,Exercise,18:30:00,Yes,Yes,,D884
D9831,1/23/2025 3:58,Hydration,9:30:00,No,No,,D884
D9832,1/1/2025 0:39,Hydration,19:00:00,Yes,Yes,,D884
D9833,1/2/2025 10:35,Appointment,17:30:00,Yes,Yes,,D884
D9834,1/16/2025 16:54,Exercise,12:30:00,No,No,,D884
D9835,1/22/2025 23:36,Hydration,20:30:00,Yes,Yes,,D884
D9836,1/23/2025 19:34,Medication,7:00:00,Yes,Yes,,D884
D9837,1/29/2025 8:10,Exercise,13:30:00,Yes,No,,D884
D9838,1/9/2025 20:09,Exercise,7:00:00,Yes,No,,D884
D9839,1/18/2025 10:11,Hydration,18:00:00,Yes,Yes,,D884
D9840,1/15/2025 6:03,Exercise,21:30:00,No,No,,D885
D9841,1/20/2025 6:47,Medication,8:00:00,Yes,Yes,,D885
D9842,1/24/2025 20:50,Appointment,16:00:00,No,No,,D885
D9843,1/4/2025 12:21,Medication,12:30:00,No,No,,D885
D9844,1/3/2025 23:38,Hydration,16:30:00,Yes,No,,D885
D9845,1/18/2025 21:28,Medication,22:30:00,No,No,,D885
D9846,1/9/2025 22:33,Medication,22:00:00,Yes,No,,D885
D9847,1/10/2025 15:44,Hydration,8:30:00,No,No,,D885
D9848,1/16/2025 17:01,Medication,10:30:00,Yes,Yes,,D885
D9849,1/17/2025 16:13,Medication,19:00:00,No,No,,D885
D9850,1/12/2025 13:42,Medication,10:00:00,No,No,,D886
D9851,1/24/2025 12:53,Medication,19:00:00,Yes,No,,D886
D9852,1/29/2025 7:38,Medication,8:30:00,Yes,Yes,,D886
D9853,1/9/2025 7:30,Medication,17:00:00,No,No,,D886
D9854,1/12/2025 2:52,Medication,11:30:00,No,No,,D886
D9855,1/24/2025 15:45,Hydration,9:30:00,No,No,,D886
D9856,1/26/2025 5:14,Hydration,12:00:00,Yes,Yes,,D886
D9857,1/7/2025 13:51,Hydration,13:00:00,No,No,,D886
D9858,1/2/2025 1:43,Exercise,21:30:00,Yes,Yes,,D886
D9859,1/27/2025 16:39,Medication,6:00:00,Yes,Yes,,D886
D9860,1/18/2025 23:00,Hydration,13:30:00,No,No,,D887
D9861,1/27/2025 19:36,Medication,6:30:00,No,No,,D887
D9862,1/16/2025 13:28,Hydration,22:30:00,No,No,,D887
D9863,1/17/2025 2:41,Appointment,8:00:00,Yes,No,,D887
D9864,1/27/2025 18:48,Exercise,6:00:00,No,No,,D887
D9865,1/21/2025 2:26,Medication,15:30:00,Yes,Yes,,D887
D9866,1/13/2025 8:42,Hydration,15:30:00,Yes,Yes,,D887
D9867,1/12/2025 3:50,Exercise,20:00:00,No,No,,D887
D9868,1/26/2025 18:41,Medication,13:00:00,Yes,Yes,,D887
D9869,1/9/2025 10:19,Medication,19:30:00,No,No,,D887
D9870,1/1/2025 5:22,Exercise,21:00:00,Yes,Yes,,D888
D9871,1/10/2025 23:12,Medication,21:00:00,No,No,,D888
D9872,1/1/2025 15:30,Medication,8:30:00,Yes,Yes,,D888
D9873,1/3/2025 0:43,Exercise,14:30:00,No,No,,D888
D9874,1/25/2025 23:22,Exercise,22:00:00,Yes,Yes,,D888
D9875,1/2/2025 0:38,Hydration,18:30:00,No,No,,D888
D9876,1/13/2025 13:35,Medication,18:30:00,Yes,No,,D888
D9877,1/29/2025 6:37,Medication,15:30:00,No,No,,D888
D9878,1/27/2025 22:02,Appointment,15:00:00,Yes,Yes,,D888
D9879,1/15/2025 5:59,Appointment,20:30:00,Yes,Yes,,D888
D9880,1/12/2025 9:25,Medication,7:00:00,Yes,Yes,,D889
D9881,1/20/2025 22:13,Medication,16:30:00,Yes,Yes,,D889
D9882,1/18/2025 0:29,Hydration,8:30:00,Yes,Yes,,D889
D9883,1/21/2025 20:32,Appointment,11:00:00,No,No,,D889
D9884,1/11/2025 8:12,Hydration,17:30:00,Yes,Yes,,D889
D9885,1/27/2025 21:15,Hydration,15:30:00,Yes,No,,D889
D9886,1/20/2025 8:46,Hydration,7:00:00,No,No,,D889
D9887,1/21/2025 15:49,Medication,9:00:00,No,No,,D889
D9888,1/13/2025 21:58,Exercise,11:30:00,No,No,,D889
D9889,1/26/2025 4:20,Exercise,19:30:00,Yes,Yes,,D889
D9890,1/28/2025 14:44,Hydration,13:00:00,Yes,Yes,,D890
D9891,1/6/2025 6:17,Exercise,10:00:00,Yes,Yes,,D890
D9892,1/9/2025 10:57,Exercise,18:30:00,Yes,Yes,,D890
D9893,1/13/2025 19:53,Exercise,18:30:00,No,No,,D890
D9894,1/20/2025 9:42,Appointment,8:30:00,No,No,,D890
D9895,1/9/2025 0:08,Exercise,13:00:00,No,No,,D890
D9896,1/22/2025 20:43,Exercise,15:00:00,No,No,,D890
D9897,1/17/2025 12:35,Appointment,8:00:00,No,No,,D890
D9898,1/29/2025 8:08,Hydration,12:30:00,Yes,Yes,,D890
D9899,1/30/2025 19:45,Medication,20:00:00,Yes,No,,D890
D9900,1/30/2025 22:25,Medication,10:30:00,Yes,Yes,,D891
D9901,1/14/2025 14:30,Medication,14:00:00,No,No,,D891
D9902,1/14/2025 9:47,Medication,21:30:00,No,No,,D891
D9903,1/30/2025 16:38,Appointment,19:00:00,Yes,Yes,,D891
D9904,1/8/2025 1:19,Hydration,7:30:00,No,No,,D891
D9905,1/17/2025 5:14,Exercise,8:30:00,Yes,Yes,,D891
D9906,1/1/2025 0:27,Medication,14:30:00,No,No,,D891
D9907,1/25/2025 2:23,Medication,18:30:00,Yes,Yes,,D891
D9908,1/27/2025 1:01,Exercise,16:30:00,No,No,,D891
D9909,1/27/2025 19:05,Appointment,15:00:00,Yes,Yes,,D891
D9910,1/22/2025 1:51,Exercise,14:30:00,Yes,Yes,,D892
D9911,1/13/2025 18:43,Medication,9:00:00,No,No,,D892
D9912,1/16/2025 23:01,Hydration,8:30:00,Yes,No,,D892
D9913,1/2/2025 19:47,Exercise,6:00:00,Yes,No,,D892
D9914,1/10/2025 11:06,Exercise,12:00:00,No,No,,D892
D9915,1/24/2025 12:11,Hydration,21:00:00,Yes,Yes,,D892
D9916,1/29/2025 22:57,Hydration,17:00:00,Yes,Yes,,D892
D9917,1/29/2025 7:56,Hydration,16:30:00,Yes,Yes,,D892
D9918,1/9/2025 22:16,Medication,15:00:00,No,No,,D892
D9919,1/17/2025 10:20,Appointment,11:00:00,No,No,,D892
D9920,1/25/2025 4:05,Medication,14:00:00,Yes,Yes,,D893
D9921,1/22/2025 20:46,Medication,11:30:00,Yes,Yes,,D893
D9922,1/12/2025 10:18,Medication,22:30:00,Yes,Yes,,D893
D9923,1/11/2025 9:31,Hydration,13:30:00,Yes,Yes,,D893
D9924,1/27/2025 20:18,Appointment,8:00:00,No,No,,D893
D9925,1/19/2025 20:48,Appointment,10:00:00,No,No,,D893
D9926,1/17/2025 2:30,Medication,7:30:00,Yes,Yes,,D893
D9927,1/26/2025 19:00,Appointment,21:30:00,No,No,,D893
D9928,1/7/2025 13:49,Appointment,8:30:00,No,No,,D893
D9929,1/6/2025 3:03,Medication,11:30:00,No,No,,D893
D9930,1/5/2025 11:08,Medication,20:00:00,Yes,Yes,,D894
D9931,1/27/2025 12:28,Exercise,7:30:00,Yes,Yes,,D894
D9932,1/15/2025 15:26,Appointment,6:00:00,No,No,,D894
D9933,1/8/2025 23:17,Medication,21:00:00,No,No,,D894
D9934,1/29/2025 7:53,Hydration,21:30:00,Yes,Yes,,D894
D9935,1/5/2025 16:17,Hydration,13:30:00,Yes,No,,D894
D9936,1/16/2025 6:57,Exercise,16:30:00,No,No,,D894
